ReviewKey,CheckedAt,Code,Hotel,Author,Rating,RelativeTime,Text
IRH|9aa7914acb,2026-06-23 08:59,IRH,Imperial River House Resort,Ste28862,,,เมื่อเรามาถึงที่พักที่สวยงามแห่งนี้ มีเพียงเราและคู่รักชาวอินเดียอีกคู่หนึ่งเท่านั้น ที่พักอยู่ห่างจากวัดสีฟ้าประมาณ 400-500 เมตร | โรงแรมสวยงาม (แน่นอนว่าต้องการการปรับปรุงบ้าง) แต่สะอาด เงียบสงบ และพนักงานให้ความช่วยเหลือดีและใจดีมาก | …
IRH|2b0ab49066,2026-06-23 08:59,IRH,Imperial River House Resort,FRANCISCO ABEL BRAVO TERRONES,,,ฉันไม่ได้พักค้างคืน และถึงอย่างไรก็คงไม่พักอยู่ดี เพราะจากโรงแรมของเราที่อยู่ฝั่งตรงข้ามถนน แค่ได้ยินเสียงเพลงดังลั่นทั้งวันก็รำคาญแล้ว พวกเขาได้ยินเสียงเพลงที่วิหารสีฟ้าแน่นอน
IRH|d3ad9095a5,2026-06-23 08:59,IRH,Imperial River House Resort,JtQFp,,,เป็นการเดินทางครั้งสุดท้ายและโรงแรมสุดท้ายที่ฉันได้พักกับคุณพ่อก่อนที่ท่านจะจากไป ขอบคุณสำหรับบริการที่ดีเยี่ยมค่ะ ❤️
IRH|9aa0e4f145,2026-06-23 08:59,IRH,Imperial River House Resort,avmm006,,,ดีมาก ทำเลดี อาหารเช้าแบบบุฟเฟ่ต์อร่อย ห้องพักกว้างขวาง มีบริการนวดที่ดีเยี่ยม | เดินทางไปตัวเมืองได้สะดวก สะดวกที่สุดด้วยรถตุ๊กตุ๊ก
IRH|11f4929163,2026-06-23 08:59,IRH,Imperial River House Resort,VGTravelGirl,,,เราประทับใจกับการเข้าพัก 3 คืนมาก บริเวณโรงแรมเงียบสงบและสวยงาม มีนกมากมาย สระว่ายน้ำใหญ่ แต่ควรมีเก้าอี้อาบแดดและร่มกันแดดเพิ่มอีกสักหน่อย ห้องพักสะอาดและสวยงาม บุฟเฟ่ต์อาหารเช้าดีมาก และคุณสามารถสั่งไข่เจียวหรือไข่คนได้ตามต้องการ …
IRH|1e375e8101,2026-06-23 08:59,IRH,Imperial River House Resort,rajasekhri,,,ทำเลที่ตั้งของโรงแรมนี้ยอดเยี่ยมมาก อยู่ริมสระน้ำหรือแม่น้ำ (ไม่แน่ใจ) มีต้นไม้ใหญ่มากมาย บรรยากาศธรรมชาติสวยงาม อาหารในห้องอาหาร Tara นั้นยอดเยี่ยมมาก ฉันชอบแกงแดงแบบภาคเหนือที่ทานกับข้าวมาก ห้องพักกว้างขวาง เตียงนอนแข็งกำลังดี …
IRH|05bdebd70f,2026-06-23 08:59,IRH,Imperial River House Resort,Tony,,,การเข้าพักที่โรงแรมแบบดั้งเดิมแห่งนี้ ซึ่งอยู่ใกล้กับวัดสีฟ้า น่าประทับใจมาก ห้องพักกว้างขวางและบริเวณโดยรอบสวยงาม มีสระว่ายน้ำขนาดใหญ่ที่มองเห็นวิวแม่น้ำก๊ก พร้อมเก้าอี้อาบแดดหลายตัว อาหารเช้าแสนอร่อยบนระเบียงที่มองเห็นวิวแม่น้ำ มีจักรยานให้ใช้ฟรี ซึ่งเราใช้ปั่นไปตามเส้นทางจักรยานริมแม่น้ำที่สวยงามไปยังงานเทศกาลดอกไม้ คุ้มค่ามากและขอแนะนำเป็นอย่างยิ่ง
IRH|26f34109bf,2026-06-23 08:59,IRH,Imperial River House Resort,Philip Cruse,,,โรงแรมสะอาดและเป็นระเบียบเรียบร้อย ห้องพักกว้างขวางพอที่จะพักผ่อนได้อย่างสบายหากคุณไม่อยากออกไปข้างนอกทั้งวัน เรามีฝักบัวให้เลือกสองแบบในห้องอาบน้ำ และอีกหนึ่งแบบในอ่างอาบน้ำ ห้องพักได้รับการทำความสะอาดทุกวัน และพนักงานก็สุภาพและให้ความช่วยเหลือดีมาก วัดสีฟ้าตั้งอยู่ด้านนอกทางเข้า และมีร้านอาหารและเครื่องดื่มมากมายอยู่ใกล้ๆ ค่าแท็กซี่เข้าเมืองประมาณ 3 ปอนด์ หรือถ้าคุณชอบการผจญภัยก็ใช้เวลาประมาณ 45 นาทีในการเดิน เราพักที่นี่สี่คืนและสนุกกับการเข้าพักพร้อมอาหารเช้า และมีตัวเลือกในการใช้สระว่ายน้ำที่สวยงามหรือห้องออกกำลังกาย เราจะกลับมาพักที่นี่อีกแน่นอน
IRH|4ba7d44e5e,2026-06-23 08:59,IRH,Imperial River House Resort,Ruth Sugden,,,ทำเลที่ตั้งน่าทึ่ง: อยู่ใกล้วัดสีฟ้าและมองเห็นวิวแม่น้ำ บริการดีเยี่ยม อาหารอร่อย และบรรยากาศดี
IRH|dce806862b,2026-06-23 08:59,IRH,Imperial River House Resort,Brian Streb,,,สระว่ายน้ำดีมาก แต่เก้าอี้อาบแดดไม่เพียงพอ ร่มกันแดดก็เล็กเกินไป และเก้าอี้อาบแดดไม้ก็เก่า ผุพัง และควรเปลี่ยนใหม่
IRH|67e0e8e8e3,2026-06-23 08:59,IRH,Imperial River House Resort,Belliclaudia,,,โรงแรมสวยงามมาก อาหารเช้าและสระว่ายน้ำมองเห็นวิวแม่น้ำ และเต็มไปด้วยต้นไม้เขียวขจี ทำเลที่ตั้งไม่สะดวกนักเมื่อเทียบกับใจกลางเมือง ซึ่งอยู่ห่างออกไป 5-6 กิโลเมตรข้ามแม่น้ำ แต่ติดกับวัดสีฟ้า ซึ่งใช้เวลาเดินเพียง 400 เมตร …
IRH|78cf779691,2026-06-23 08:59,IRH,Imperial River House Resort,Matteo Grassini,,,โรงแรมสวยงามมาก ตกแต่งด้วยไม้หลายจุดที่เพิ่มเสน่ห์ให้กับโรงแรม ทำเลที่ตั้งยอดเยี่ยม เดินเพียง 3 นาทีจากวัดสีฟ้า และเดินทางไปไหนมาไหนได้สะดวกด้วยรถไฟหรือแท็กซี่ สระว่ายน้ำยอดเยี่ยม วิวแม่น้ำสวยงาม และอาหารเช้าก็ดีเยี่ยม สิ่งเดียวที่อาจปรับปรุงได้คือความสะอาดของห้องพัก ซึ่งอาจไม่ดีเลิศนัก แต่พื้นที่ส่วนกลางนั้นได้รับการดูแลรักษาเป็นอย่างดี ในทุกกรณี ฉันจะกลับมาพักที่นี่อีกแน่นอน เพราะโรงแรมสวยงามมาก
IRH|d78f2a7776,2026-06-23 08:59,IRH,Imperial River House Resort,nicholas davis,,,ห้องพักดีมาก กว้างขวาง มีเครื่องปรับอากาศ พวกเขาให้เราพักในอาคารเล็กๆ ที่ไม่ติดกัน ซึ่งทำให้สั่งอาหารยากขึ้น แต่ก็ไม่ใช่ปัญหาอะไร พวกเขามีผ้าเช็ดตัวและจักรยานให้บริการที่ล็อบบี้ด้านหน้า ซึ่งดีมาก พนักงานส่วนใหญ่ให้ความช่วยเหลือและใจดีมาก เราให้แม่บ้านมาทำความสะอาดห้องและเอาถุงพลาสติกที่มีร่มของเราใส่ไว้ (พวกเขาคงคิดว่าเป็นถุงขยะแน่ๆ เลย????) แต่พอเราบอกและขอใช้ร่ม พวกเขากลับไม่ยอมให้เรายืมร่มของโรงแรม พวกเขาไม่คืนเงินค่าของที่ขโมยมาให้เรา และขอร่มคืนหลังจากใช้งานแล้ว โดยรวมถือว่าดีมาก แต่ทำเลที่ตั้งค่อนข้างไกลจากสถานที่ส่วนใหญ่ ดังนั้นควรเช่ามอเตอร์ไซค์
IRH|69ae763b69,2026-06-23 08:59,IRH,Imperial River House Resort,Damiano Rozzi,,,กลุ่มของเราพักที่อิมพีเรียล ริเวอร์เฮาส์ รีสอร์ท และประทับใจกับบรรยากาศผ่อนคลายและเฟอร์นิเจอร์ไม้ที่โอบล้อมด้วยธรรมชาติ พร้อมวิวแม่น้ำอันงดงาม  พนักงานเป็นมิตรอย่างยิ่งและอาหารอร่อย เรายังมีบริการซักรีดที่ห้องซักรีดของรีสอร์ทด้วย ซึ่งสะดวกสบายมาก  สระว่ายน้ำสวยงามและมอบช่วงเวลาแห่งการผ่อนคลายและความสุขให้กับเรา  ประสบการณ์โดยรวมของเรายอดเยี่ยมมาก และฉันขอแนะนำรีสอร์ทแห่งนี้ให้กับนักเดินทางท่านอื่นๆ ที่กำลังมองหาสถานที่พักผ่อนที่เงียบสงบและมีเสน่ห์ในเชียงราย
IRH|0640dc5062,2026-06-23 08:59,IRH,Imperial River House Resort,Marco G,,,รีสอร์ทแห่งนี้สวยงามมาก ส่วนที่ดีที่สุดคือสวนเขตร้อนที่มีสระว่ายน้ำแบบอินฟินิตี้ที่สวยงาม มองเห็นวิวแม่น้ำเมคู ความรู้สึกที่ได้แช่น้ำและมองดูแม่น้ำไหล พร้อมกับกลิ่นหอมของดอกไม้รอบๆ นั้นประเมินค่าไม่ได้จริงๆ ห้องพัก: กว้างขวาง พื้นเป็นไม้เนื้อแข็ง ข้อเสียหลักๆ คือ เตียงแข็งเกินไป เครื่องปรับอากาศเสียงดังมาก เปิดทิ้งไว้ตอนกลางคืนไม่ได้ ทำให้ร้อน และชื้นเกินไป ควรมีเครื่องลดความชื้นไว้ใช้ตลอดเวลา อาหารเช้าก็ใช้ได้ แต่ฉันคาดหวังมากกว่านี้จากโรงแรมระดับนี้ ทำเลที่ตั้ง: อยู่ห่างจากใจกลางเมืองเล็กน้อย แต่มีรถรับส่งไปใจกลางเมืองและมีจักรยานให้เช่า โดยสรุปแล้ว เป็นโรงแรมที่ฉันแนะนำเป็นอย่างยิ่ง
IRH|1e43a34bd1,2026-06-23 08:59,IRH,Imperial River House Resort,Mike B,,,โรงแรมดีมาก พนักงานเป็นมิตร แต่ห้องออกกำลังกายใช้งานไม่ได้เลย ลู่วิ่งเสีย เครื่องออกกำลังกายแบบวงรีก็เสีย อุปกรณ์ยกน้ำหนักก็เก่าและชำรุด ฉันตื่นนอนตอน 5:30 เพื่อออกกำลังกาย (พนักงานใจดีมาก เปิดห้องออกกำลังกายให้ก่อนเวลาครึ่งชั่วโมง) แต่กลับต้องใช้เวลาที่เหลือพยายามซ่อมแซมสิ่งต่างๆ นี่ไม่ควรเกิดขึ้นในสถานที่แบบนี้ อย่างอื่นก็โอเคหมด ฉันอยากให้เพิ่มพอร์ต USB ในห้องพัก เพราะไม่มีเลย
IRH|24636d4e22,2026-06-23 08:59,IRH,Imperial River House Resort,oobeetiinaa,,,ที่พักดีอยู่นอกใจกลางเมือง... ใกล้กับวัดสีฟ้า... พนักงานเป็นกันเองมาก... |ห้องพักกว้างขวาง มองเห็นวิวสระว่ายน้ำและแม่น้ำ |อาหารเช้าหลากหลาย... |สระว่ายน้ำใหญ่ แต่ไม่ค่อยสะอาดเท่าไหร่ แต่เนื่องจากมีพืชพรรณขึ้นอยู่จึงต้องพิจารณาเรื่องนี้ |เราทานอาหารและทุกอย่างอร่อยมาก
IRH|a4da3a2a55,2026-06-23 08:59,IRH,Imperial River House Resort,Laura Gmz,,,โรงแรมสวยงามมากจริงๆ เราพักสองคืนในกระท่อมกลางแจ้ง แต่เสียดายที่ฉันให้แค่สามดาวเพราะฉันสังเกตเห็นปัญหาหลายอย่าง: ไม่มีม่านหนา/กันแสงติดตั้งในกระท่อม ทำให้แสงส่องเข้ามาได้หมด นอนหลับยากมาก ภายในมีไฟน้อยมาก ทำให้มืดเกินไป อาหารเช้าอร่อยดี และสระว่ายน้ำที่มองเห็นวิวแม่น้ำก็ยอดเยี่ยม!
IRH|a94c321f9e,2026-06-23 08:59,IRH,Imperial River House Resort,Guille,,,โรงแรมที่ดีพร้อมสิ่งอำนวยความสะดวกครบครัน เห็นได้ชัดว่าโรงแรมอาจจะเก่าไปบ้าง แต่ได้รับการดูแลรักษาอย่างดี ซึ่งฉันคิดว่ายิ่งเพิ่มเสน่ห์ให้กับโรงแรม บริการดีมาก และพนักงานเอาใจใส่ เราชอบอาหารเช้าและสระว่ายน้ำที่สวยงามมาก เราจะกลับมาพักที่นี่อีกแน่นอน!
IMC|cbae954b11,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,nammnoun ncd,,,โรงแรมเก่ามากๆเหมือนไม่ได้ปรับปรุงมาตั้งแต่สมัยคุณปู่ คือทุกอย่างในห้องเก่าหมด มีราบนเพดาน โซฟาเก่ามากๆมีรอยเลอะ  มดเยอะด้วย ซื้อมะม่วงอบแห้งมา ทานไปแค่คำเดียว แล้วเข้าไปอาบน้ำไม่ถึงครึ่งชั่วโมงเลย ออกมามดขึ้นเยอะมากๆแบบไม่สามารถทานต่อได้  Wi-Fi ช้าสุดๆ  แฟนไม่สบายเลยสั่งไก่ต้มมา ไก่ต้มมาไม่สุกข้างในแดงแจ๋  สระว่ายน้ำใหญ่แต่ว่าใบไม้เต็ม แต่อันนี้เข้าใจได้ เพราะต้นไม้เยอะ  โรงแรมอยู่ไกลจากสถานที่ต่างๆเรียกแท็กซี่ยากมากๆ  ⭐️⭐️⭐️⭐️⭐️ ดีอย่างเดียวคือพนักงานบริการดีทุกคนพูดจาไพเราะทุกคน
IMC|4c2b46296d,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Setthawut Moonfong (ป่าน),,,ที่พักบรรยากาศดี ร่มรื่นเหมือนสวนสาธารณะเลยครับ พื้นที่กว้างมาก มีสระว่ายน้ำใหญ่และสนามพิกเกิลบอลให้เล่นด้วย ห้องพักสะอาด ราคาไม่แพง คุ้มค่ามากสำหรับการมาพักผ่อนหรือออกกำลังกายครับ
IMC|3b4f212a43,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,mono_ty,,,ส่วนตัวมากๆค่ะ ขนาดปีใหม่ก็ยังเงียบดี ||แต่ทางเข้ามาไกลมากค่ะ คนไม่มีรถ ไม่แนะนำให้มาค่ะ ขนาดไปทานอาหารเช้า ต้องขับรถไปเลยคะ||||ราคาถูก แต่ห้องเก่า ห้องน้ำเป็นคราบดำๆเก่าๆ ไม่น่าดูเท่าไร แต่ดีมีอ่างอาบน้ำคะ ||||อาหารเช้าหลากหลายและอร่อยมากค่ะ ||||เหมาะกับคนชอบเล่นกีฬาคะ มีสระว่ายน้ำแข่ง สนามเทนนิส
IMC|d1eea56e0a,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Wanvisa K.,,,ค่อนข้างเงียบสงบ โรงแรมใหญ่  มีลานกิจกรรมเยอะ เช่นตีแบต เทนนีส ต้องเช่าอุปกรณ์เล่น แนะนำสำหรับสายกิจกรรมอย่างยิ่ง น่าจะมีจักรยานให้เช่าด้วยค่ะ ที่ชอบอีกอย่างคือ มีน้ำผลไม้สดหลายอย่าง ราคาถูกมาก แก้วละ55฿
IMC|879ffac576,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Parichat S.,,,เป็นห้องพักที่เงียบสงบ ปลอดภัย การดูแลของพนักงานดีเยี่ยม เหมาะแก่การมาพักผ่อนหลีกหนีความวุ่นวายที่แท้จริง มีต้นไม้ใหญ่ร่มรื่นมาก สถานที่ออกกำลังกายครบวงจร มีสระขนาดโอลิมปิก มีห้องซาวน่า สนามแบด ห้องจัดเลี้ยงสัมมนา แต่ทางเข้าโรงแรมจะไกลถนนทางหลักไปมากหน่อย หากจะเข้ามาในโรงแรมเองอาจจะต้องเตรียมขอเบอร์รถสาธารณะไว้เพื่อเข้ามารับ
IMC|596a8cba39,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Viriya S,,,โรงแรมเก่าเมื่อ30ปีก่อนสวยมาก ตอนนี้ เบียร์ช้างซื้อ เป็นรีสอร์ท ต้นไม้เยอะเงียบดี
IMC|128f92c7b1,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Supata,,,ต้นไม้ใหญ่เยอะ ร่มรื่น แต่ ทางเดินจากสระไปที่พักหญ้าขึ้นสูง จนกลัวงู  ห้องพักเก่า ที่นอนเหมือนสปริงธรรมดา อาจจะทำให้ปวดหลังได้  แม่บ้านดีมาก ขออะไรได้ไว  สระว่ายน้ำใหญ่ สะอาด แต่ต้องระวังโดนกระเบื้องบาด  ที่จอดรถใกล้ที่พัก มืดมาก แทบจะไม่เห็นทางไปโดยเฉพาะวันฝนตก ไฟทางรถและที่จอดรถควรมีมากกว่านี้
IMC|3a48fb9124,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,T T,,,เพื่อนฝรั่งชวนไปพบทางรีสอร์ท อิมพีเรียล ขอให้จัดทำสนาม pickleball  ทางรีสอร์ทใจดีมากๆ อนุญาตให้ใช้สนามแบด ปรับปรุงพื้น ซื้อเน็ทเพิ่ม ทาสี เพื่อนๆที่มาเล่น ชอบที่นี่มาก พื้นปาเก้ เล่นแล้วไม่เจ็บเข่า มีช่องลมระบายอากาศ หลังคาสูง ไฟยังไม่ได้มาตรฐาน แต่ก็โอเคอยู่ถ้าเปรียบกับสถานที่เล่นที่อื่นๆ บรรยากาศที่นี่ดีมาก ธรรมชาติร่มรื่น ป่าเขียวชอุ่ม ห้องน้ำ ห้องอาบน้ำพร้อม  เล่นเสร็จอาจจะลงสระว่ายน้ำต่อได้ ถ้ายังไม่เหนื่อย ตอนนี้รอว่าเมื่อไรจะได้ปรับปรุงระบบไฟ ติดตั้งใต้หลังคา. และปรับถนนทางเข้าที่เป็นหลุมเป็นบ่อ เท่านี้ก็เริดแล้ว ทางกลุ่มอยากให้คนไทยเข้ามาเล่นมากขึ้น กีฬานี้เหมาะกับทุกเพศ ทุกวัย  เล่นไม่ยาก ที่ต่างประเทศ ได้รับความนิยมมาก แรกเริ่มเดิมทีเล่นกันที่สนามหายยา ด้วยไกลบ้าน คนเล่นเยอะ รอนาน ที่นี่เป็นทางเลือกใหม่ เล่นในที่ร่ม สะดวกสบายไปเสียทุกอย่าง เข้ามาแล้ว รู้สึกถึงความปลอดโปร่ง ปลอดภัย  เจ้าหน้าที่ใจดี เป็นกันเอง เวลาเดินเข้ามาในรีสอร์ท มีบรรยากาศแห่งความเงียบสงบ เป็นส่วนตัว เหมือนไร้ความกดดัน มาพบเพื่อนๆ สนุกสนาน พักผ่อน สุขภาพแข็งแรง จิตใจเบิกบาน เมื่อไรคุณจะเปิดใจ ก้าวออกมา มาที่อิมพีเรียล ที่นี่มีทุกสิ่งรอคุณอยู่ด้วยบรรยากาศแห่งความเป็นมิตร พร้อมกิจกรรมมากมาย 😃🤩🥰
IMC|b23a1f2e30,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Soyoun kwon,,,ชอบมากๆ ที่พักสะอาด ดี หรู  แอร์เย็น น้ำร้อน-เย็นสั่งได้ดั่งใจ แช่อ่างฟินๆ อาหารอร่อย ราคาไมาแพง ร่มรื่น ถ้ามีโอกาสอยากเข้สพักบ้านหลังใหญ่ จะชวนเพื่อนๆมาอีกนะคะ ชอบมากๆ ชอบที่สุดๆ ใครกำลังตัดสินใจอยู่ แนะนำ เลยนะคะ 🫶🏻👍🏻
IMC|2ebec5cf27,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Sorasit Thammarakkitanon,,,ผมชอบไปจัดสัมนาที่นี่ครับ ห้องประชุมจุคนได้ประมาณ 50 คน แบบสบาย มีระบบภาพและเครื่องเสียง  ที่พักเงียบสงบ มีบริการสระว่ายน้ำ (มีนักเรียนว่ายน้ำมาใช้สระเป็นส่วนใหญ่) มีคอร์ทแบด และเทนนิส  เจ้าหน้าที่ใจดี เป็นกันเอง และช่วยเหลือดี  ทางเข้าโรงแรมจากถนนใหญ่ค่อนข้างขรุขระ
IMC|056846c8af,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,ปริยาภัทร ปริยาภัทร,,,เข้าพัก 23 ตค. ห้อง 525 ห้องระบบไฟแปลกมาก ต้องกดที่กล่องสัญญาน เปิดไฟ เปิดทีวี เกิดมาเพิ่งเคยเจอ ห้องน้ำต้องไปยืนอาบในอ่าง มีโอกาสล้มได้ (คนมีอายุไม่เหมาะ) ประมาน 8โมง เสียงดังจากข้างบน คนเดินหนักมากกก (ปกติลองเดินในห้องแค่เดินก็แอบมีเสียง ) ใครนอนหลับยาก ก็ต้องระวัง สุดท้ายแต่งตัวออกเลย เพราะจริงๆสามารถเชคเอ้าได้ 12.00
IMC|fc09714d1f,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Charin NA Bangchang,,,เข้าพัก 29/8/2024 เป็นสไตล์ รีสอร์ทและสปอร์ตคลับ เหมาะพาเด็กไปว่ายน้ำ แต่ทางเข้าไม่ค่อยดีเป็นหลุมเป็นบ่อ เงียบสงบดี อยู่เขตแม่ริม ถ้าใครเข้าไปพักแนะนำซื้ออาหารติดไปด้วยจะดี เข้าพักช่วงหน้าฝนคนจะไม่ค่อยมี สงบปราศจากเสียงรบกวน พักมาราคา 950 รวมอาหารเช้าแบบชุด ไม่ใช่บุฟเฟ่ต์
IMC|91d0522baa,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,ArinsAroyAround,,,ชอบที่นี่มาก #อิมพีเรียลรีสอร์ตสปอร์ตคลับ สระใหญ่ไซส์โอลิมปิก 🏖️ 50 เมตร ต้นไม้ใหญ่เขียวร่มรื่น 🌳 สวยสบายตา มองเมฆขาวท้องฟ้าใส ☁️ สวยสบายใจ  คนน้อย เงียบดี มีเด็กมาเรียนว่ายน้ำบ้าง มีสระเด็กด้วย น้ำใสดี มีใบไม้ร่วงเยอะ กระเบื้องขอบสระบนสระแตกหน่อย  ผู้ใหญ่​ 80 เด็ก 50 เปิด 9 โมง ถึง 2 ทุ่ม มีกีฬาอื่น เทนนิส ฟิตเนส​ ซาวน่า แบดมินตัน​ สควอช 🎾🏸 ด้วย
IMC|3808ce4b82,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,miew Kanok,,,บรรยากาศโดยรอบร่มรื่นมากๆ มีสปอร์ตคลับให้เลือกเล่นเยอะเลย สระน้ำกว้างมาก พนักงานน่ารักทุกคน ห้องประชุมกว้างขวางจุคนได้เยอะ อาหารอร่อยทุกมื้อ
IMC|4a8642cb45,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Papholpat Phanuthanawat,,,เป็นโรงแรมที่ครบมากใกล้โลตัส  7-11 ธนาคาร แหล่งบันเทิง อาหาร ใกล้ห้างอีก2แห่ง เป็นโรงแรมที่ใช้ชีวิตได้จริงมีจานช้อนไมโครเวฟตู้เย็นอ่างล้างจานมาเที่ยว1อาทิตย์อยู่ได้แบบเหมือนบ้านเลย
IMC|35fc08b8ea,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Patapee Panbupha,,,ห้องพักค่อนไปทางเก่า แต่สิ่งอำนวยความสะดวกครบ  มีสระว่ายน้ำขนาดใหญ่  บรรยากาศค่อนข้างไปทางน่ากลัวนิดนึง เพราะว่าที่พักมีต้นไม้ปกคลุมเยอะไปหมด  แต่ก็นอนหลับสบายดี ไม่เจออะไรนะ  ทางเข้าค่อนข้างแย่ไปนิด ถ้าปรับปรุงได้จะดีมาก
IMC|3b8513487d,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Ploynita Hanvisettanan,,,ที่พักสไตล์รีสอร์ท ฮีลใจด้วยรีสอร์ทสไตล์ธรรมชาติที่ใกล้เมืองได้ ราคาเหมาะสมกับคุณภาพค่ะ หากมีการปรับปรุงช่วงถนนทางเข้าและรีโนเวทห้องพักให้ทันสมัยได้ โรงแรมแห่งนี้ก็จะเป็นโรงแรมรีสอร์ทที่น่าไปพักบ่อยๆ เลยค่ะ
IMC|6daff08301,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,jidapa khongtong,,,ได้เป็นลูกค้าที่โรงแรม มาสองครั้งแล้วค่ะ มาจัดกิจกรรมประชุมทั้งในห้องประชุมและในส่วนกิจกรรม outing สถานที่เหมาะกับการกิจกรรมมากค่ะ มีลานทำกิจกรรม และห้องประชุมก็จัดว่าดี เครื่องเสียงดีค่ะ อาหารรสชาดอร่อยเลยค่ะ จัดงานเลี้ยงปาร์ตี้ริมสระ บรรยากาศดีค่ะ ทางโรงแรมมีจัดเวทีให้ด้วย ส่วนดนตรีสามารถจ้างข้างนอกมาก็ได้ แต่ครั้งนี้ให้ทางโรงแรมจัดหาให้ค่ะ ถือว่าเป็นอีกโรงแรมที่แนะนำเลยค่ะ ส่วนห้องพักเราไม่ได้พัก เพราะจัดกิจกรรมแบบไม่ได้ค้างคืน เก็บภาพบรรยากาศของงานในโรงแรมมาให้ดูค่ะ เผื่อเป็นอีกหนึ่งสถานที่ๆน่าสนใจค่ะ
IMC|b675f9d43a,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,SSF Super Sweet Family,,,ที่พักสะอาด ร่มรื่น บรรยากาศธรรมชาติดี มีสระว่ายน้ำใหญ่และของเด็กด้วย รอบนี้มาประชุม ห้องประชุมขนาด 40-50คนได้ อาหารโอเค แม้จะไม่ใหม่มากแต่ก็โอเคเลยค่ะ
IMC|bc389b8f3d,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,ชลทรัพย์ จตุพิมุกต์อรุณ,,,ควรปรับปรุงทุกอย่างโรงแรมเก่ามาก แอร์สมัยตั้งแต่ผมยังไม่เกิด ห้องเก่า ฝุ่นบนโคมไฟหัวนอนเช็ดบ้าง น้ำไหลเบาเกินอาบกว่าจะสะอาด แต่ธรรมชาติโดยรอบคือดี ปรับปรุงด่วนครับ
IMC|46bf5d6f73,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Arada Treeyavorahul,,,มาใช้บริการสระว่ายน้ำ ไลฟการ์ดสระน้ำแย่มากๆๆๆ พูดจาไม่ดี ทำหน้าตาดุดัน เหมือนลูกค้ามาขอทานขอกิน ลูกค้าขอยืมชูชีพใช้ บอกไม่ให้ยืมต้องมาขออนุญาตผมคนเดียว.. แต่พอลูกค้าขอยืมก็ไม่ให้ยืม กวนตีนมากๆเลยค่ะ ไม่เคยเห็น พนง โรงแรมมีจิตบริการแย่มากขนาดนี้เลย เสียใจ เพราะมาใช้บริการตลอด ไลฟ์การ์ดสระว่ายน้ำไม่ควรทำอาชีพบริการนะคะ ไม่คู่ควรงานบริการ
IMC|ba408e2157,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Tt Tt,,,เป็นสถานที่ที่ดี สถานที่สะอาด พนักงานต้อนรับและให้บริการดีมาก บรรยากาศดีมากๆ มีสระว่ายน้ำฯลฯ เหมาะที่จะมาทำกิจกรรมเป็นทีม ครอบครัว หรือคู่รัก มาสัมมนาจัดงานแต่ง  ถ้ามีโอกาสจะกลับมาใช้บริการอีก
IMC|26b93962e1,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,SHINE C.,,,ที่พักค่อนข้างเก่า เดินทางลำบาก ของที่เตรียมให้ไม่ครบ ไม่มีแปรงสีฟัน ยาสีฟันให้ ปกติไปที่ไหนก็จะใมีให้ แต่มีขายแยกชุดละ 50 บาท พักคืนละเกือบพัน ไม่คุ้มเลย แต่ได้รับการดูแลและบริการไม่คุ้มค่าราคาที่เสียไปเลย ของในห้องเป็นไม้เก่า มีกลิ่นอับ น้ำไหลช้า
IMC|018e32068c,2026-06-23 08:59,IMC,Imperial Chiang Mai Resort and Sport Club,Jattapon Songkroh,,,ห้องสวีทกว้างมากมี2ชั้น ชั้น1เป็นห้องครัว บรรยากาศดี ร่มรื่น สงบ เบาะนุ่มสบายในห้องมีทั้งเตียงเดี่ยวและเตียงคู่นอนได้3คน ถ้าไม่มีรถส่วนตัวเข้าไปโรงแรมลำบากหน่อย
